   1.00000000 -119.07752449 
   2.00000000 -119.07687528 
   3.00000000 -119.07524691 
   4.00000000 -119.07350525 
   5.00000000 -119.07272311 
   6.00000000 -119.07344151 
   7.00000000 -119.07517421 
   8.00000000 -119.07683536 
   9.00000000 -119.07752403 
  10.00000000 -119.07688738 
  11.00000000 -119.07524888 
  12.00000000 -119.07348511 
  13.00000000 -119.07272154 
  14.00000000 -119.07349001 
  15.00000000 -119.07524223 
  16.00000000 -119.07689394 
  17.00000000 -119.07752531 
  18.00000000 -119.07683264 
  19.00000000 -119.07517599 
  20.00000000 -119.07344223 
  21.00000000 -119.07271719 
  22.00000000 -119.07349512 
  23.00000000 -119.07524031 
  24.00000000 -119.07688126 
