   1.00000000 -118.99155754 
   2.00000000 -118.99088404 
   3.00000000 -118.98920342 
   4.00000000 -118.98742741 
   5.00000000 -118.98664049 
   6.00000000 -118.98736534 
   7.00000000 -118.98914027 
   8.00000000 -118.99085467 
   9.00000000 -118.99156414 
  10.00000000 -118.99089879 
  11.00000000 -118.98920912 
  12.00000000 -118.98741123 
  13.00000000 -118.98663730 
  14.00000000 -118.98741272 
  15.00000000 -118.98920221 
  16.00000000 -118.99090279 
  17.00000000 -118.99156663 
  18.00000000 -118.99085654 
  19.00000000 -118.98914716 
  20.00000000 -118.98737038 
  21.00000000 -118.98663578 
  22.00000000 -118.98742144 
  23.00000000 -118.98919569 
  24.00000000 -118.99088786 
