 -180.00000000 -119.09215520 
 -165.00000000 -119.09147717 
 -150.00000000 -119.08978496 
 -135.00000000 -119.08798558 
 -120.00000000 -119.08718601 
 -105.00000000 -119.08792147 
 -90.00000000 -119.08971767 
 -75.00000000 -119.09144509 
 -60.00000000 -119.09215855 
 -45.00000000 -119.09149177 
 -30.00000000 -119.08979191 
 -15.00000000 -119.08797102 
   0.00000000 -119.08718542 
  15.00000000 -119.08797134 
  30.00000000 -119.08978419 
  45.00000000 -119.09149881 
  60.00000000 -119.09216150 
  75.00000000 -119.09144562 
  90.00000000 -119.08972314 
 105.00000000 -119.08792740 
 120.00000000 -119.08718190 
 135.00000000 -119.08797887 
 150.00000000 -119.08977555 
 165.00000000 -119.09148102 
